title,label
"[오늘의 급등주] “中, 희토류 수출 중단” 소식에 유니온 주가급등",1
미국 생산량 늘린다는 현대차···주가또 4%상승[줍줍리포트],1
"中 재보복했지만, 치킨게임 더는 없다에 주가상승",1
방경만 체제 KT&G 실적· 주가상승 …증권사 목표가 14만원,1
"트럼프 대중관세 인하 시사, 지수 선물 일제급등…나스닥 1.91%",1
“무상 교체인데 유심 재고도 없네” 주말새 뿔난 소비자들…통신株 엇갈리는주가희비,0
성과내는 줄 알았는데…원금 까먹은 고배당 ETF,0
"‘관세맨’ 트럼프의 착각…美가 마주한 현실은 기업의 불안과 물가상승, 주가하락 [이은아 칼럼]",0
"해킹 여파 SK텔레콤,주가영향은",0
SK 리밸런싱 효과···재무 개선에 기대감도[이런국장 주가상승 저런주식],1
“상호 관세는 역사상 가장 큰 자해” “2차 대전 후 최악의 경제 정책”-서머스,0
美 엔비디아주가4.3% 상승 마감…110달러선 탈환,1
SK 리밸런싱 효과···재무 개선에 주가상승 기대감도[이런국장 저런주식],1
제니 한 마디에주가‘급등’한 회사... “5초 동안 단독 샷 받아”,1
“보름만에주가14배급등” …이재명·한덕수株 과열 조짐,1
[서울데이터랩]코오롱티슈진주가6.32%하락하며 시장 하락세 주도,0
"조선업 DS투자 호황, 경기 넘은 모멘텀…중장기 주가상승",1
[특징주]유심사태가 부른 후폭풍…SKT 급락 보안주급등,1
경기 넘은 구조적 주가상승 ”,1
"한화오션, 산은 지분 매각 소식에 10% 급락",0
"현대차, 연간 8.8조 관세 비용…주가4%대하락[핫종목]",0
이번엔 파월 해임 걱정…아시아주식·美주가선물하락,0
‘병 주고 약준 트럼프’에 빅테크주가이틀째 일제히 랠리…테슬라 7%·엔비디아 4%↑ [투자360],1
‘김건희 연루 논란’ 삼부토건주가조작 의혹 7개월만에 검찰로,1
시총 1조달러 도전… 넷플릭스 주가급등,1
트럼프 한 마디에 바이 아메리카 미증시 일제급등(상보),1
[체크!코스피] 일본제철 주식 매각에… 포스코홀딩스주가급등,1
"한류 전도사 황희찬, 주가급상승 상종가 치는 공격수 꼬셨다… 한국을 사랑하는 법을 가르쳐 준 황희찬 활짝 웃은 쿠냐",1
"카카오페이, 주가상승 크지 않아 목표가 3.4만-신한",1
블룸버그 테슬라주가 폭락에 한국 투자자들 큰 손해 봐,0
"[클릭 부재 e종목]대한항공,주가단기상승동력",1
주가 폭락·해킹·방화까지…머스크 ‘최악의 날’,0
한화에어로 “유상증자가 최적” 재확인…주가는 3.1%하락,0
"유일로보틱스, SK온 미국법인과 콜옵션 계약…주가17%급등(종합)",1
"아이폰 90% 中 생산 애플, 상호관세 충격··· 시외주가 폭락",0
LG엔솔 주가상승 전환…구광모 배터리 성장시킬 것 영향,1
주가하락 에도 젠슨 황은 웃고 있다? 엔비디아의 차세대 AI에 주목해야 하는 이유 [스프],0
해킹 계좌로 100곳주가조작…9600억원 움직였다주가조작 전쟁하는 日,1
"‘임창정♥’ 서하얀, ‘남편주가조작 연루 의혹’ 힘든 시기 어떻게 극복했나 봤더니",0
화웨이 직격탄에 엔비디아주가 폭락…이유는?,0
정용진 초청…트럼프 장남 방한에 신세계 주가상승 세,1
"美 빅테크 올해 이익 증가율 반토막…투자자, 다시 돌아올 것",0
‘이재명’ 붙으니주가‘쑥’…대선공약 기대감에 방산·콘텐츠株 일제상승[투자360],1
"[클릭 e종목]풍산, 지나친 저평가…방산 호실적 주가상승 전망",1
反테슬라 시위· 주가폭락 … 머스크 “힘드네”,0
"손오공,주가 폭락에 유증 자금 뚝···실적 개선도 첩첩산중 [마켓시그널]",0
"주가급등 한 알테오젠, 아스트라제네카에 2조 기술수출",1
[트럼프 스트레스] 연일 파월 때리기…엔비디아주가100달러 붕괴,0
"애플주가, 3일간 19%하락…시총 938조원 증발",0
로보택시 스타트업 포니 AI 텐센트 투자로 47% 폭등(상보),1
키움證 삼성전기 주가하락 과도…대미수출 비중 제한적,0
[미장브리핑] 美달러화 지수 2022년 3월 이후 최저치…M7 주가하락,0
한화에어로 대규모 유상증자에 그룹사주가동반하락,0
31조원 투자에 트럼프 흐뭇...주가급등,1
[증시전략] 초라한 트럼프 취임 100일 성적표…전략 수정은?,0
김 여사 연루 의혹 삼부토건주가조작 사건 남부지검서 수사,1
"팔란티어, NATO ‘AI 군사 시스템’ 수주에 주가급등 [투자360]",1
"삼부토건주가조작, 오너·대표 등 검찰 고발",1
주가변동률 6배 실적은 마이너스…대선 테마주 주의보,1
"1분기 최대 매출 LG이노텍, 2분기 실적 우려에주가4%하락(종합)",0
"리노공업, 액면분할 후 거래 재개 첫날 급등",1
"DS證 “LS일렉트릭, 실적은 주가상승 요인 필요”",1
"한화에어로 13% 주가하락 에…김동관, 30억 규모 자사주 매수",0
기대 밑돈 실적에 코스트코 주가하락,0
"코스피·코스닥, 나란히상승마감… 미·중 관세 전쟁 완화 기대감",1
"DS證 필요” 실적은 성장… 주가상승 요인 “LS일렉트릭,",1
코스닥 상승 종목 역대 최다 기록 썼지만… 60%가 美 관세 발표 前주가밑돌아,0
"[오늘의 급등주] 레이저옵텍, 해외시장 진출·중국 비자 면제에 주가상승",1
"트럼프 100일…방산·조선주 뛰고, 2차전지주 내리막길",1
"한샘, 주가상승 모멘텀 부재…52주 신저가[특징주]",1
"테슬라 1분기 자동차 매출 20% 감소…주가는 8%대급등, 왜",1
“폰·PC는 한달 일시 면제... 곧 발표할 반도체 관세에 적용”,0
"킹달러 흔들리나...美,주가·채권·통화 가치 동시에 떨어지는 트리플 약세",1
"다올투자증권, 경영권 분쟁 진정되자주가13%하락",0
다음달부터 공매도 많아질까…과열 종목 기준 축소,0
SK하닉 1분기 영업익 7.4조 `어닝 서프라이즈`…프리마켓주가2%대상승,1
"증선위, ‘주가조작’ 혐의 삼부토건 경영진 검찰 고발…김건희씨는 빠져",1
"‘中 공장 의존’ 아이폰 이상 無?…애플, 미·중 무역갈등 완화 기대에 3.4%↑[투자360]",0
주가상승 심상찮은 개선에 어닝 기대↑,1
효자 사업 라이신 수출 급증…CJ·대상 주가상승 기대,1
주가4만→1만원 폭락 회사 가보니…150만 인플루언서랑 일해요 [윤현주의 主食이 주식],0
"[서울데이터랩]현대힘스주가, 트럼프 발언에 힘입어급등",1
120만원 간다 관세도 못 막는다는 이 주식…오늘도 불 뿜어,1
주식하락완벽히 피하기는 불가능… 자산배분 투자로 위험 낮춰야,0
"‘명예 한국 기업’ 아이온큐, 주가급등 락에도 굳건한 까닭",1
삼성전자 주가급등,1
"에코프로비엠, 주가상승 여력 제한 증권가 평에 52주 최저가",1
"[뉴욕증시] 전약후강 속 나스닥만 0.1%하락…테슬라, 4.4% 급락→0.3% 상승",0
"다올證 “현대모비스, 2분기 이후 실적 반등 기대…목표주가하향”",1
박준석 와우글로벌 파트너 中 유동성 확대 기대…팝마트·징넝전력 주목 [프리마켓온],1
"SKT, 유심교체 첫날 3.4만명 이탈…주가도하락",0
빅테크주가이틀째 일제히상승마감…테슬라 7%·엔비디아 4%↑(종합),1
"“실적 개선 기대 종목, 주가하락 시 매수 기회”",0
주가상승 이마트…체질 심상찮은 개선에 어닝 서프라이즈 기대↑,1
애플주가또 5% 가까이하락마감…시가총액 순위 2위로 내려앉아,0
"관세, 멍청해 월가 비명에도…트럼프, 믿는 구석이 있다?",0
美 엔비디아주가다시 3%↓…AI 칩 수출통제 강화 여파,0
노보홀딩스 투자 보류하나 ESG 전략은 지속 [ESG 뉴스 5],0
"트럼프, 파월 못 자른다...대공황급 사태 걱정",0
"셀트리온, 주가급등 에 시총 6위 안착…현대차 추월할까",1
"테슬라주가, 자율주행 규제 완화 방침에 9%급등",1
SG 주가폭락 라덕연 항소심 4월 시작…1심 징역 25년·벌금1465억,0
테슬라 시간외급등에…국내 이차전지株 들썩(종합),1
아직 주가상승 여력 28%?…美 JP모건이 꼽은 K방산의 매력 [김동현의 K웨폰],1
일본 투자자들이 미국 국채 투매?…외국 채권 30조원어치 매각,0
"K-방산·조선 9龍, 분기·年영업익 전년比 ‘2배’ 예약…날마다 ‘신고가’ 어디까지 [투자360]",1
"엔비디아 4%-인텔 5%급등, 반도체지수도 4%↑(종합)",1
"나경원 꺾은 안철수, 경선 진출 소식에 ‘테마주’급등[투자360]",1
"“우리도 이런 경험은 처음”...공포에 빠진 시장, 더 자극한 파월의 입 [★★글로벌]",0
"한화오션, 산은 지분매각 소식에 10%대 급락…한화그룹株 약세",1
"S&P500, 1928년 이래 대통령 취임 후 최악…관세 늪에 빠진 美 증시",0
[서울데이터랩]크래프톤 하락폭 가장 커주가1.58%하락하며 약세 기록,0
트럼프 관세 발표 후 ‘ 주가상승 ’한 펭귄 밈···왜?,1
알리바바 딥시크 맞설 고성능 AI모델 출시… 주가급등,1
직원 2만 명 감원 소식에 인텔주가5.54%급등,1
상지건설 롤러코스터…추가 CB 폭탄에도 주가급등,1
[김대호 박사의 오늘의 키워드] 마진콜 금값폭락·트럼프 퇴진·파월의 반란·베트남 항복,0
"[뉴욕증시] 나흘 내리 상승…테슬라 10%, 엔비디아 4% 폭등",1
[대한민국 100대 CEO] 방경만 KT&G 사장 | 영업이익도주가도 UP…빛나는 1년 성적표,0
"시프트업, 중국에서 게임 ‘니케’ 흥행 기대감에주가6%대 상승",0
"[클릭 e종목]대한항공,주가단기상승동력 부재",1
"셀트리온, 관세·실적 우려로주가선제하락…목표가 하향-NH",0
“가격 인상 때문? 제니가 멱살 잡고 캐리?”... 6일 연속 주가상승 한 농심,1
트럼프 테슬라 괴롭히면 지옥 경험 엄포에 주가급등 [아침&매일경제],1
"“단기상승동력 부재”…증권가, 대한항공 목표주가연달아 하향",1
신약 개발·美 진출 기대…디앤디파마텍·에스지헬스케어주가껑충[바이오맥...,0
‘양자컴 상용화 20년 발언’ 수습한 젠슨 황 “업계주가 폭락에 놀랐다”,0
"주가상승 덱스, 자르니 기무라 타쿠야+원빈 물올랐네",1
"미·중 관세회담 기대…아시아·유럽 증시 상승, 美선물하락",0
"주가하락 막자…롯데이노베이트 경영진 19명, 4억원 규모 자사주 매입",0
관세 쇼크에… 선진국주가‘폭삭’·신흥국은 ‘강세’,0
농심라면 인기 끌자 주가상승,1
"서비스나우, 올해 실적 전망 상향…시간외주가10%급등",1
1분기 상장사 시총 70조 늘었지만…10곳 중 6곳 시총 줄어,0
"에스티팜 1분기 영업이익 10억, 전년比 45.5%↓…4분기 제2올리고동 가동",1
트럼프 신세계I&C주가또 방한에 주니어 방긋…실력 증명도 필요,1
[특징주] 한화오션·한화에어로주가6%대급등… 유증 규모 축소,1
"HD현대에너지솔루션, 실적 개선에 모멘텀도 확대…목표가↑-DS",1
"머스크 “5월부터 경영 집중”…테슬라주가, 시간외거래서급등",1
"테슬라주가 폭락, 머스크 한숨 쉬더니 입 열었다",0
트럼프 주니어 방한 소식에…‘절친회사’ 주가급등 했다는데,1
트럼프 방한에 신세계I&C주가또 방긋…실력 필요,1
"네이처셀, FDA 긍정 평가에급등···국내선 허가 반려 이력 [Why 바이오]",1
"LG CNS, 예상 뛰어넘은 실적…클라우드 성장 가속화 구간",1
"[MK시그널] 하나금융지주, 1분기 호실적과 적극적인 9.1% 지속에 따라 주가상승 세…MK시그널 추천 후 상승률 주주환원 기록",1
"‘주가 폭락’ 부른 머스크의 입, 하늘 주도권 야욕이 화근 [김기혁의 테슬라월드]",0
"트럼프, 또 급제동?…대중 관세 0%는 아니라도 상당히 내려갈 것",0
"씨젠, 완전자동화 PCR 장비 기대 속주가6%상승[Why 바이오]",1
서학개미 위험한 베팅···테슬라 올들어 4.2조 사자 [인베스팅 인사이트],0
처가 절연 선언하더니… 주가조작 의혹 이승기 장인 구속,1
"‘니케’ 중국에서 게임 시프트업, 흥행 기대감에주가6%대상승",1
[굿모닝 증시]모처럼 쉬어간 美 증시…韓은하락출발 전망,0
주가 폭락에 장사 없다…머스크 결국 테슬라 복귀하기로,0
"“V턴 기대 어려워” 관세 쓰나미에 휘청인 코스피, 이번 주 연준 개입에 거는 기대 [투자360]",0
"유럽 정치 개입 머스크, 테슬라 판매 급감에주가 폭락",0
"[데스크가 만난 사람]“트럼프의 ‘원스톱쇼핑’ 협상, 한국 등 동맹들 신뢰 훼손시킬 것”",0
하루 만에 1600여명 SKT 이탈…주가약 7% 급락,1
"충격! 최후 보루 日, 美 국채 30조원 매각! 트럼프 심장! 텍사스 S 공포, 美 경제가 붕괴된다 [한상춘의 지금세계는]",0
"[단독]주가 폭락 금양, 기술력으로 위기 정면돌파…류광지 회장 앞으론 원통형",0
자사주 소각 밸류업 속도… 주가상승 힘받는다,1
"흐름 실적 개선으로 주가상승 아모레G, 전망-상상인",1
[서울데이터랩]금일 코스피 거래량 1위 우리로 거래대금 839억원 돌파,1
"HD현대일렉트릭, 역대급 실적에도주가는 급락?…증권가 분석 엇갈려",0
주가 폭락보다 더 무서운 국채 매도에 ‘한발 물러선 트럼프’,0
힘 못쓰네… 올해 공모주 중 절반은 평균 26.8% 주가하락,0
조기대선에 롤러코스터 정치·정책테마株 기승…시장경보 비상,0
"[특징주] “오늘로 정치 졸업” 홍준표 테마주, 일제히하락",0
"신라젠,주가2배 이상 껑충…외부도입·자체개발 투트랙 효과 톡톡",1
"“신한지주, 올 당기순이익 5조 돌파···주가최대 70% 오른다[스타즈IR]",1
"“나는 행복합니다, 한화 투자자라 행복합니다”...압도적 수익률 거두고 있다는데",0
"[사설]주가 폭락에 성장률 0%대 전망까지, 추경 시급하다",0
"거래소, 올리패스에 주가급등 조회공시 요구",1
로봇 부품 기업 가치 14배 증가···AI 보안기업 주가급등 [AI 프리즘*스타트업 창업자 뉴스],1
트럼프 유화 발언에 뉴욕증시상승마감,1
정용진 초청으로 트럼프 주니어 방한 소식에···신세계I&C급등[줍줍 리포트],1
"“하루 만에 재산 68조원 증발”…눈물 흘린 부자들, 무슨 일",0
"안철수, 국민의힘 2차 경선 진출…써니전자·안랩주가강세(종합)",1
"LG전자, 1분기 매출 성장에도주가는 우하향…B2B·구독서비스 기대",1
"하나證 “현대차, 관세 영향 반영… 목표주가하향 조정”",0
"경기 가늠자 텍사스인스트루먼트, 깜짝실적… 주가급등",1
"美 엔비디아주가, ‘中 화웨이 고성능 AI 칩 개발’ 보도에 휘청",0
"숙제 같이 풀어보자…협상의 기술 이제훈, 김창안 도와 주가하락 방어 시작 [전일야화]",0
[서울데이터랩]리가켐바이오주가4.75%하락하며 하락세 주도,0
“수요 탄탄” 美 엔비디아주가4.3% 상승 마감…110달러선 탈환,1
호주 조선업체 인수 기대감…한화·한화오션주가급등,1
[대한민국 100대 CEO] 진옥동 신한금융그룹 회장 | ‘밸류업’ 모범생…주주환원율 40% 돌파,1
"머스크, 테슬라주가 폭락하자 직원들 주식 팔지마",0
은행계 증권사 1Q 실적 급감…나홀로 웃은 ‘신한투자증권’,0
한화오션 11% ‘뚝’···산은 지분 매각에 오버행 부담 [이런국장 저런주식],1
"[굿모닝 마켓] 테슬라, 3월 판매량 전년비 34% 증가… 주가상승",1
"배터리·정유·화학 모두 부진…SK이노, 내달 비상경영 선포",0
"한류 황희찬, 주가급상승 상종가 치는 공격수 사랑하는 가르쳐 준 황희찬 활짝 웃은",1
"‘머스크, DOGE 수장 관둔다’ 보도에 테슬라주가5%상승",1
백종원만 믿었는데주가 폭락비상…더본코리아 결국,0
"시프트업, 게임 니케 중국 흥행 기대에주가7.6%상승(종합)",1
미 AI반도체 대중 수출 통제 강화 이후 반도체 주가하락,0
"테슬라, 리콜 소식에 주가하락 …리콜 발표 영향 등",0
"증선위, 삼부토건주가조작 전·현 실질 사주와 대표이사 검찰에 고발",1
‘선물매매 1300억원대 손실 조작’ 신한투자증권 임직원 2명 기소,0
조선 주가하락 은 순매수 1위[주식 초고수는 지금],1
"디지털대성, 올해 실적개선 기대… 주가상승 여력 충분-신한",1
"美‘쉴드 AI’ 투자 회사 한화에어로 아냐, 주가급등 이유 없어",1
"금융위기 전조현상 [더 나은 경제, SDGs]",0
"최윤범, 경영권 방어 일단 웃었지만…檢 유증 수사에 역풍 맞을까",0
"KT 경영점수, 5년 새 최고점…실적· 주가상승 영향",1
유종일 “AI+제조업 투자 컨소시엄 구축···성장 마지막 열쇠”,0
"美, 자동차 25% 관세 2일부터 부과…업계주가줄하락",0
"미국은 블랙리스트, 중국은 환경 규제...엔비디아주가6%하락",0
엔비디아주가100달러 붕괴…국내 반도체주도 약세,0
"[어제장 오늘장] 민주당, 추가경정예산안 단독 의결…지역화폐주 강세",1
주가상승 심상찮은 이마트…체질 개선에 어닝 서프라이즈 기대↑,1
"트럼프, 시장 요동에 “中관세 상당히 낮아질 것”",0
"신약 모멘텀에 신라젠·엠투엔 상한가, 박셀바이오도급등[바이오맥짚기]",1
"트럼프 전자제품 관세 면제, 애플-엔비디아 주가급등 …삼전은?",1
